Verse,Line,Lemma,Witness,Source,Ed. Comment,Gen. Comment,Second R.,Witness,Source,Comment,Third R.,Witness,Source,Comment,Fourth R.,Witness,Source,Comment,Fifth R.,Witness,Source,Comment,,,,,,,,,,,,,
377,,CONTRA,Σ ,,,,om.,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,,nihil(1),F Σ ,,,,nihil illi,γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,,est(2),F Σ ,,,,om.,Pb ,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,,nihil respondebant,F Σ ,,,,nihil responderunt,σ ,,,respondebant,γ ,,,,,,,,,,,,,,,,,,,,,,,
377,,econtra,F Σ ,,seclusi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,,deverticulum,F Σ ,,,,deverculum,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,,militaris,F θ Γ ,,,,milataris,J ,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,,ADITVM,F J Γ ,,,,ABITVM,Jh2 θ N U ,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,,est,Σ ,,,,om.,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,,adire,F ∆ Pa Pc ,,,,abire,Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,,DVCEBAT,F ∆ º ,,,,lucebat,Q [Γ ],,,,,,,,,,,,,,,,,,,,,,,,,,,
380,,calles,F γ ,,(sic),,c.,Ah2 W ,,,e.,Σ ,,,om.,Pa Pc N ,,,,,,,,,,,,,,,,,,,
380,,raram,Σ ,,,,rarum,F ,,,rara,Pa ,,,,,,,,,,,,,,,,,,,,,,,
385,,deseras,Σ ,,,,deras,F Pb ,,,dederas,θ ,,,,,,,,,,,,,,,,,,,,,,,
385,,es,∆ γ σ ,,,,est,F τ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,,sciendum,F θ Γ ,,,,seciendum,J ,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,,conferri,Σ ,,,,inferre,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,,rectum,,Dan.,,,rerum,F ,,sed cf. T v,,,,,,,,,,,,,,,,,,,,,,,,,
386,,Euryali,F θ Γ ,,,,euryalia,J ,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,,se evasisse,,Thilo,e schol. Veron.,,suasisse,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,,prudens,T ,,,,pruden,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,,vel porcae,Σ ,,,,de portae,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,,cui successit,F θ Γ ,,,,cuius uaessit,J ,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,,Procas,Σ ,,,,protas,F ,,,procax,W ,,,,,,,,,,,,,,,,,,,,,,,
390,,REGIONE RELIQVI,F ,,,,r. r.,Σ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,,dicit,Σ ,,,,dixit,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,,ITER,∆ Pa σ ,,,,inter,O Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,,REVOLVENS FALLACIS,Pa Pc ,,,,r. f.,∆,,,resoluens texere,F ,,,rerum,Q [Γ ],,,rer. f.,σ ,,,,,,,,,,,,,,,
391,,poetae,F ∆ Pa Pc γ W ,,,,poeta,Q N ,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,,rursus perplexum,Σ ,,,,perflexum,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,,omne revolvens,,Verg.,,,o. r.,Σ ,,,omne resolvens,F ,,,omne resolves,,cod. M Vergilii,,,,,,,,,,,,,,,,,,
391,,videatur,,Dan.,,,audeatur,F,Thilo,fort. audiatur,,,,,,,,,,,,,,,,,,,,,,,,,
393,,observans,T v,,,,obstruens,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,,ut,,Thilo,,,om.,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,,militarem,F Σ ,,,,militare,Pa γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,,varius,F ∆ º Qh2,,,,uariur,Q,,fort.,,,,,,,,,,,,,,,,,,,,,,,,,
394,,interdum,F Σ ,,,,internum,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,,insequantur,Σ ,,,,insequant,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,,receptui,Γ ,,,,receptus,F θ ,,,receptuis,J [∆],,,aliter recept uel receptat,Eh2 ,,ss.,id est ut recipiantur milites ipsi et colligantur,Eh2 ,,add.,,,,,,,,,,,,,
395,,auryalum,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,,et(2),,Dan.,,,ut,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,,ellipsis,,Dan.,,,eclipsis,,Dan.,,olypsis,F ,,,,,,,,,,,,,,,,,,,,,,,
397,,obscuritatem,F ,,,,obscuritate,,Dan.,"(sed hoc dicit Compilator, fraude loci ‘difficultate loci’ significare, fraude noctis ‘obscuritate tenebrarum’. at verba fraudem appellat fort. a Compilatore ad antiquum scholium addita. nam antiquus commentator, si recte iudico, dixit fraude noctis ‘tenebris’, ‘obscuritate’ significare)",,,,,,,,,,,,,,,,,,,,,,,,,
397,,tumultú legunt,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,,noctis tumultu,,Masv.,,,noctis tumultus,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,,quem(1),Σ ,,,,hoc est quem,(=DS) F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,,videt,Σ ,,,,uident,F ,,,vidit,N U ,,,,,,,,,,,,,,,,,,,,,,,
398,,rapi,F ∆ τ ,,,,rapit,γ σ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,,si,Σ ,,,,om.,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,,admiseris,F Jh2 θ Pa Pc E σ ,,,,amiseris,J Q Pb ,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,,omnis(2),F θ Γ ,,,,omnis rapit,J [∆],,,,,,,,,,,,,,,,,,,,,,,,,,,
399,,affectum,T ,,,,ad factum,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,,PROPERET PER VVLNERA,γ ,,,,P. P. V.,Σ ,,,om.,F ,,,,,,,,,,,,,,,,,,,,,,,
401,,pulchram(1),F Σ ,,,,pulchre,σ ,,,pulchra,Pb ,,,,,,,,,,,,,,,,,,,,,,,
401,,poetae,F T θ Γ ,,,,poeta,J ,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,,est(2),Σ ,,,,om.,F T ,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,,adire,,Com.,,,audire,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,,properate,F ,,,,properant,V,,ad G. 4.170,properat,Ot.,,ad G. 4.170,,,,,,,,,,,,,,,,,,,,,
401,,festivum,,Dan.,,,festinum,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,,festinant,F ,,,,festinat,V,,ad G. 4.170,,,,,,,,,,,,,,,,,,,,,,,,,
401,,diem,V,,ad G. 4.170,,dies,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,,NOSTRO ... LABORI,γ ,,,,n. s. N. S. L.l.,Σ ,,,om.,F ,,,,,,,,,,,,,,,,,,,,,,,
404,,quae,F Σ ,,,,om.,N U ,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,,es sed,γ W ,,,,es et,N U ,,,esed,F τ ,,,sed,∆ Pc ,,,,,,,,,,,,,,,,,,,
404,,succurre,F Σ ,,,,succurrere,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,,ilico,Σ ,,,,loco,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,,est(2),,Murgia,,,est(2),,Thilo,post eius,om.,F ,,,,,,,,,,,,,,,,,,,,,,,
404,,ut,,Dan.,,,et,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,,vitino,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,,proximo ... invocationes,,Dan.,,,proxima dicat oportunas invocatione,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,,venerabar,,Verg.,,,venerabor,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,,Gradivumque,,Verg.,,,graduumque,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,,Geticis ... arvis,,Dan.,(e Verg.),,et reliqua,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,,repetitione,,Dan.,,,repetitatione,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,,vacat,F Σ ,,,,vocat,Eh1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,,scutum,F Σ,Isid.,,,sicut umbo,N U ,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,,suspendi,F Σ ,,hoc loco ,,suspendi,γ ,,post consuevera<n>t,,,,,,,,,,,,,,,,,,,,,,,,,
408,,consueverant,∆ Pa Pc N U ,,,,consueverat,F Γ ,,,consueverunt,W ,,,,,,,,,,,,,,,,,,,,,,,
408,,venatorem,Σ ,,,,venerator,F ,,,venetorem,Pb ,,,,,,,,,,,,,,,,,,,,,,,
408,,ut,,Thilo,,,om.,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,,Herculi,,Dan.,,,herculae,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,,sana,F Σ Pah2 ,,,,sane,Pa γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,,petitio nam,F θ Γ ,,,,pi etit iam,J ,,,petitio,Qh1 ,,,,,,,,,,,,,,,,,,,,,,,
409,,tot,F ∆,,,,om.,Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,,vincere,Σ ,,,,vincite,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,,eos,F ∆,,,,om.,Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,,recti,Σ ,,,,tecti,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,,v,∆,,,,om.,F θ Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,,coicit ... conicit,F Ah2 Γ ,,,,coicit ... coicit,Pb Y ,,,conecit,J ,,,coniecit,Jh2 ,,,coicit nam conum,θ ,,,,,,,,,,,,,,,
412,,pro tergoribus,Σ ,,,,proptergoribus,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,,et(1),F ∆ º ,,,,om.,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,,illic,Σ ,,,,illo,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,,sit,F θ Γ ,,,,sic,J ,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,,conliditur,Σ ,,,,pro colliditur,(=DS) F ,,,consiliam,N ,,,,,,,,,,,,,,,,,,,,,,,
412,,scuti,Ah2 Γ ,,,,scuto,F ,,,excuti,∆,,,,,,,,,,,,,,,,,,,,,,,
412,,fractam,Σ ,,,,fracta,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,,in tergum,F Σ ,,,,integrum,O Y N U E,,(fort. sub ras.),loc. om.,Wh1 ,,,,,,,,,,,,,,,,,,,,,,,
412,,percussum,F Ah2 O Γ ,,,,percursum,A ,,,om.,J ,,,,,,,,,,,,,,,,,,,,,,,
412,,quo,F Σ ,,,,quod,γ ,,,que,σ ,,,loc. om.,Wh1 ,,,,,,,,,,,,,,,,,,,
412,,modo,F ∆ Pa Pc ,,,,om.,Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,,lignum est,Σ ,,,,lignum esse,F ,,,esse lignum,γ ,,,,,,,,,,,,,,,,,,,,,,,
412,,hunc,F ∆ º ,,,,hinc,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,,unum,∆ τ W U ,,,,om.,F γ N ,, cf. Serv. ad 363,,,,,,,,,,,,,,,,,,,,,,,,,
412,,dictum est,(=DS) F ,,cf. app. ad 362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,,quod(1),F ∆ γ W ,,,,quo,Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,,tot. schol. om.,F ,,"(sicut scholia ad 418, 427, 430, 433, 435, 439 Volscentem ... effugi; cf. et 448. sed si Pb, ea quae ad 417 exhibet, re vera ex DS exscripsit, haec scholia quondam in DS inerant, propter librariorum neglegentiam vel exemplaris damnum ex traditione codicis F perierunt. nulla tamen in T extare videntur quae ex D ad 400-443 venisse possint, nisi quae F  ad 426 exhibet, neque Pa Pc  ea supplere poterant quae ad 417 Γ om.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,,gestus,∆ γ W ,,,,gestum,Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,,exprimitur,Σ ,,,,exprimit,Pa Pc ,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,,duobus ... mittuntur,Pb ,,,,om.,Σ ,,,schol. om.,F ,,,,,,,,,,,,,,,,,,,,,,,
417,,aut enim ab aure,∆ γ ,,,,om.,Γ ,,,aut ab aure,W ,,,,,,,,,,,,,,,,,,,,,,,
418,,tot. schol. om.,F ,,cf. app. ad 417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,,circumspiciunt,∆ º ,,,,circumspiunt,E,,,circumspitium,Q ,,,,,,,,,,,,,,,,,,,,,,,
418,,illuc,∆ º ,,,,illud,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,,circumferunt,Jh2 θ Γ ,,,,circumfuerunt,J E Y ,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,,dicit(2),∆ º ,,,,dacii,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,,PER ... inter(1),Γ ,,,,per,∆,,"(rasura unius litt. post per, ut. vid., J)",TEMPVS ... inter,Pb Y ,,,,,,,,,,,,,,,,,,,,,,,
418,,ut econtra,θ Γ ,,,,contra,J [∆],,,,,,,,,,,,,,,,,,,,,,,,,,,
419,,ferrum,F ∆ γ σ ,,,,pedem ferrum,τ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,,mi,,Dan.,,,Mihi,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,,tot. schol. om.,F ,,cf. app. ad 417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,,cetero,T ,,,,cero,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,,possit,,Ter.,,,possim,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,,tot. schol. om.,F ,,cf. app. ad 417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,,inpossibilitate,F Σ ,,,,possibilitate,Pa ,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,,quid,F ∆ º ,,,,qui,Pc Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,,item,Σ ,,,,et,(=DS) F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,,non ea vis,Σ ,,,,nonne auis,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,,tot. schol. om.,F,,cf. app. ad 417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,,DILEXIT AMICVM,γ ,,,,d. a.,Σ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,,ergo,θ Γ ,,,,Murgia,J ,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,,tot. schol. om.,F,,cf. app. ad 417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,,est(1),Σ ,,,,om.,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,,letum,θ Γ ,,,,lectum,J ,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,,tot. schol. om.,F,,cf. app. ad 417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,,SVCCISVS,γ ,,,,s.,∆ Pa U ,,,om.,Q W N ,,,,,,,,,,,,,,,,,,,,,,,
435,,a.,Σ ,,,,aratro languescit,γ ,,,aratro laguescit,E,,,om.,W N ,,,,,,,,,,,,,,,,,,,
435,,est,Σ ,,,,om.,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,,PAPAVERA,Σ ,,,,paupera ue,F ,,,paupere,U ,,,,,,,,,,,,,,,,,,,,,,,
436,,COLLO,Σ ,,,,om.,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,,DEMISERE,∆ Pah2 γ ,,,,dimissae,Q [Γ ],,,dimisso,σ ,,,om.,F ,,,,,,,,,,,,,,,,,,,
436,,CAPVT,Σ ,,,,om.,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,,an(2),,Dan.,,,ac,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,,VOLCENTEM ... effugi,Σ ,,,,om.,F ,,cf. app. ad 417,,,,,,,,,,,,,,,,,,,,,,,,,
439,,petitiones (1o),W ,,schol. in Cic. Div. in Q. Caec. 44 (PRyl. 3.477.53),,petas,Σ ,Ansil.,"(defendit Timpanaro (1978, 457-72), cf. Front. ad Marc. 1.5.5, ubi codex aliam malitiosam petam dedisti habere videtur)",,,,,,,,,,,,,,,,,,,,,,,,,
439,,gladiatorum,∆ º ,,,,gradiatorum,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,,coniectas ut,θ Γ ,Cic.,,,coniecta sunt,J ,,,conicetas ut,Q ,,,coiectas ut,Pb ,,,conlectas ut,Wh1 ,,,conicenitas ut,N ,,,,,,,,,,,
439,,nullo modo possent,Σ ,,,,nullo modo possint,W,,,posse non viderentur,,Cic.,,,,,,,,,,,,,,,,,,,,,,
439,,quadam,∆ γ ,,,,quidam,τ N [Γ ],,,quidem,W U ,,,,,,,,,,,,,,,,,,,,,,,
439,,declinatione et ut aiunt,Γ ,Cic.,,,declinatio nec tuta iunt,J ,,,declinationet et ut aiunt,θ ,,,declinatione ut aiunt,Pa ,,,declinatione concutiunt et ut aiunt,E Y ,,,,,,,,,,,,,,,
439,,effugi,,Cic.,,,e,Σ ,,,excessit,γ ,,,om.,N ,,,,,,,,,,,,,,,,,,,
441,,unde,Σ ,,,,ut,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,,confossus,Γ ,,,,confossos,F ∆,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,,segnius ... vulneratus,Σ ,,,,senius ... vulneratus,Q,,,segnus,F ,,,,,,,,,,,,,,,,,,,,,,,
442,,archaismos,Σ ,,,,archasmos,F Ah2 ,,,sarcasmos,W vel Wh2 ,,,,,,,,,,,,,,,,,,,,,,,
442,,pectore,F Γ ,,,,pectora,∆,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,,ensem,F Σ ,,,,essem,Pa Pb Y ,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,,MORTE QVIEVIT,γ ,,,,m. q.,Σ ,,,om.,F N ,,,,,,,,,,,,,,,,,,,,,,,
445,,est mortis epitheton,Σ ,,,,mortis epitheton,Pc,,,mortis epitheton est, F ,,(=DS),est epitheton mortis,γ ,,,,,,,,,,,,,,,,,,,
445,,ex,F Σ ,,,,om.,Pb Wh1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,,prosfonosis,F ,,(sic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,,DOMVS ... aedificare,Σ ,,,,om.,F,,cf. app. ad 417,,,,,,,,,,,,,,,,,,,,,,,,,
448,,cum(1),Γ ,,,,om.,∆,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,,auguriis,F Σ,,"fort. auguria (cf. Serv. ad A. 1.273 captatis auguriis, 9.4.9 et 10; sed econtra Serv. ad A. 7.273)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,,in omnibus,F Γ ,,,,ex omnibus,∆,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,,Tarpeius,F Γ ,,,,tarpetus,∆,,,tarapeius,W ,,,,,,,,,,,,,,,,,,,,,,,
448,,inventus,F ∆ º ,,,,inventur,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,,erant,θ Γ ,,,,erat,F ∆ E Y ,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,,sacella,F Σ ,,,,/cella,E ,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,,ad,F ∆ Pah2 Pc γ σ ,,,,om.,τ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,,alia,F θ Γ ,,,,ali,J ,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,,quo(2),F Σ ,,,,quae,E Y ,,,quos,Ah1 ,,,,,,,,,,,,,,,,,,,,,,,
448,,libere,F Σ ,,,,om.,N U ,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,,exaedificare,F ∆,,,,aedificare,θ Γ ,,,aedificari,Pa,,fort. exaedificari,,,,,,,,,,,,,,,,,,,,,
448,,di,F ∆ γ W ,,,,de,Q N U [Γ ],,,inde,Pa Pc ,,,,,,,,,,,,,,,,,,,,,,,
448,,discedere,∆ Pa Pc ,,,,dicedere,Jh1,,,descendere,F ,,,addicere,Q [Γ ],,,adduci se,σ ,,,abscedere,E Y ,,,abscendere,Pb,,(cf. Liv. 1.55.3: [scil. aves] in Termini fano non addixere),,,,,
448,,illic,Σ ,,,,illa,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,,tunc,Σ ,,,,tum,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,,ipso,F Σ ,,,,om.,γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,,capitolii(1),Q N U [Γ ],,,,capitolio,F ∆ Pa Pc γ W ,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,,pronao,,Thilo,dubitanter,,prona,F Γ ,,,una,∆ W ,,,pronto,N ,,"ex pronao, si recte iudico, exortum est",parte,U ,, (cf. D.H.: ἐν τῷ προνάῳ τῆς ’Αθηνᾶς),,,,,,,,,,,,,
448,,tecti,F Γ ,,,,templi,∆,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,,termini,F Σ ,,,,terminum,E Y ,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,,spectat,FΓ ,,,,spetat,F ∆,,,spectant,Pb ,,,,,,,,,,,,,,,,,,,,,,,
448,,Termino,Σ ,,,,ter muto,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,,divo,θ Γ ,,,,dio,J N [∆],,,clivo,F ,,,,,,,,,,,,,,,,,,,,,,,
448,,dixit,F θ Γ ,,,,dixi,J ,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,,Capitolii(2),Σ ,,,,capitolio,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,,armis eos,∆ º ,,,,admiseos,Q ,,,eos armis,F ,,,,,,,,,,,,,,,,,,,,,,,
450,,illa,F ∆ γ σ ,,,,om.,τ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,,ante,F Σ ,,,,om.,N U ,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,,repetitio,,Dan.,,,repetito,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,,decima,F Σ ,,"(v. Thomas 1879, 235, qui Serv. ad A. 2.321 septima syllepsis confert)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,,antapodosis,Σ ,,,,antepodosis,θ Y ,,,antypodosis,Pa,,,antipodosis,F Pc ,,,,,,,,,,,,,,,,,,,
454,,fit,Σ ,,,,sit,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,,commemorantur,F ∆ Pah2 Pc γ ,,,,commemorant,Q σ [Γ ],,,commorantur,Pa ,,,,,,,,,,,,,,,,,,,,,,,
454,,enim,,Murgia,,,om.,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,,induxit,F ,,ex indixit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,,hypallage ... caede,F ∆ º ,,,,om.,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,,est,F ∆ Pa Pc γ N ,,,,est pro,W ,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,,unde ... locum,F ∆ Pa γ ,,,,om.,Q ,,,sic alibi tepidusque cruor fumabat ad aras,σ ,,,,,,,,,,,,,,,,,,,,,,,
456,,SPVMANTES,Σ ,,,,Spumantem,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,,effunditur,Σ ,,,,effundit,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,,spumantes,Σ ,,,,spumantem,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,,seminecesque,F θ º ,,,,seminetesque,J ,,,seminesque,Q ,,,,,,,,,,,,,,,,,,,,,,,
459,,spargebat ... terras ,,Verg.,,,et reliqua,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,,colorem,Σ ,,,,calorum,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,,plenum,Pa Pc Pb ,,,,plena,F Σ ,,,plenam,N ,,,,,,,,,,,,,,,,,,,,,,,
467,,volunt ... militum,Σ ,,,,om.,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,,accipimus,Γ ,,,,accipiamus,F ∆ Pah1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,,praefigunt,F Σ ,,,,paefigunt,J ,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,,in,F Σ ,,,,om.,W U ,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,,MVRORVM,,Verg.,,,Merorum,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,,aliud,,Dan.,,,ad illud,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,,situm,,Dan.,,,is cum,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,,prooeconomia,T ,,,,prooeconomina,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,,castris,F ,,,,e castris,T ,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,,evadit,F ,,,,evadet,T ,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,,AMNI,Σ ,,,,animi,F ,,,anni,Pc W ,,,,,,,,,,,,,,,,,,,,,,,
469,,‘i’,F ∆ º ,,,,s,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,,exeunt,Σ ,,,,exiunt,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,,communis,F ∆ Pa Pc γ W U ,,,,communi,Ah1 Q N [Γ ],,,,,,,,,,,,,,,,,,,,,,,,,,,
469,,amnis,F Σ ,,,,annis,Q ,,,anni,Pc ,,,,,,,,,,,,,,,,,,,,,,,
472,,quia,F ∆,,,,quoniam,Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,,abscisi,F Σ ,,,,abscisi capita,N U ,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,,amiserant,F ∆ γ ,,,,amississe,Q [Γ ],,,amisissent,Pa Pc σ ,,,,,,,,,,,,,,,,,,,,,,,
472,,notas,F Σ ,,,,nota nimis miseris,N U ,,,notam,W ,,,,,,,,,,,,,,,,,,,,,,,
473,,quia,,Thilo,,,quae,F ,,,quod,T ,,,,,,,,,,,,,,,,,,,,,,,
473,,videretur,F ,,,,videatur,T,,v. sup,,,,,,,,,,,,,,,,,,,,,,,,,
473,,nuntiaret,F ,,,,nuntiabat,T ,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,,diceretur,F ,,,,dicebatur,T ,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,,tot. schol. om.,N U ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,,melius,Pbh2 ,,,,om.,F Σ ,,(sed cf. DS ad 484),,,,,,,,,,,,,,,,,,,,,,,,,
